neighbourhood_cleansed,room_type,crime_count,price,number_of_reviews,review_scores_rating 
Lake View,Entire home/apt,20,250.0,30,4.9
Near North Side,Entire home/apt,69,194.0,0,
Near North Side,Entire home/apt,62,134.0,2,5.0
Edgewater,Entire home/apt,22,148.0,75,4.96
Near South Side,Entire home/apt,37,417.0,42,4.81
Near South Side,Entire home/apt,38,338.0,47,4.89
Near South Side,Entire home/apt,38,428.0,42,4.88
Near South Side,Entire home/apt,38,575.0,37,4.89
Auburn Gresham,Entire home/apt,167,226.0,15,4.6
West Town,Entire home/apt,42,136.0,112,4.96
Albany Park,Entire home/apt,37,95.0,39,4.87
Edgewater,Entire home/apt,20,83.0,79,4.78
Uptown,Entire home/apt,19,172.0,52,4.71
Woodlawn,Private room,177,65.0,24,4.92
Loop,Entire home/apt,54,140.0,0,
Lincoln Square,Entire home/apt,31,180.0,4,5.0
Portage Park,Private room,13,165.0,18,4.83
Woodlawn,Private room,178,42.0,27,4.7
Avondale,Entire home/apt,39,115.0,94,4.85
Loop,Entire home/apt,54,200.0,0,
Near North Side,Entire home/apt,54,114.0,0,
Near South Side,Entire home/apt,38,450.0,36,4.81
Loop,Entire home/apt,61,169.0,3,5.0
West Ridge,Entire home/apt,23,203.0,41,4.98
Washington Park,Entire home/apt,169,139.0,3,5.0
Logan Square,Entire home/apt,72,195.0,57,4.6
Washington Park,Entire home/apt,169,114.0,4,4.75
Auburn Gresham,Entire home/apt,140,165.0,1,5.0
Bridgeport,Entire home/apt,55,98.0,62,4.84
Albany Park,Entire home/apt,13,115.0,0,
Archer Heights,Entire home/apt,37,100.0,64,4.94
Hegewisch,Entire home/apt,4,129.0,2,5.0
South Shore,Private room,256,29.0,1,1.0
South Shore,Private room,267,29.0,4,4.0
South Shore,Private room,258,31.0,7,4.14
Grand Boulevard,Entire home/apt,97,140.0,4,5.0
Avondale,Entire home/apt,35,343.0,13,5.0
West Town,Private room,26,63.0,19,4.74
North Lawndale,Entire home/apt,222,120.0,22,4.86
Woodlawn,Entire home/apt,141,180.0,1,5.0
West Englewood,Private room,234,22.0,1,5.0
Near North Side,Entire home/apt,46,103.0,0,
Jefferson Park,Entire home/apt,5,70.0,113,4.9
Morgan Park,Entire home/apt,46,180.0,10,4.8
Logan Square,Entire home/apt,49,386.0,16,5.0
Loop,Private room,58,85.0,2,5.0
Near West Side,Entire home/apt,67,299.0,1,5.0
Lake View,Entire home/apt,20,485.0,41,4.98
Rogers Park,Entire home/apt,43,204.0,33,4.97
West Town,Entire home/apt,72,89.0,143,4.93
Near North Side,Entire home/apt,35,219.0,6,3.83
West Town,Entire home/apt,68,233.0,67,4.81
Greater Grand Crossing,Entire home/apt,202,182.0,12,4.92
Near North Side,Entire home/apt,58,172.0,0,
Englewood,Entire home/apt,212,79.0,1,3.0
Chatham,Private room,87,400.0,0,
Irving Park,Entire home/apt,22,248.0,6,4.83
Near North Side,Entire home/apt,36,105.0,0,
East Garfield Park,Entire home/apt,208,238.0,37,4.95
Near South Side,Entire home/apt,37,125.0,29,4.45
Near South Side,Entire home/apt,37,143.0,39,4.87
Near North Side,Entire home/apt,37,101.0,2,2.5
West Town,Entire home/apt,106,118.0,30,4.7
Logan Square,Entire home/apt,27,165.0,48,4.9
Lake View,Entire home/apt,17,199.0,64,4.97
Near North Side,Entire home/apt,72,172.0,1,4.0
Rogers Park,Entire home/apt,33,156.0,54,4.96
West Town,Entire home/apt,105,98.0,112,4.93
West Town,Private room,26,59.0,10,4.6
West Town,Entire home/apt,47,103.0,54,4.65
West Town,Private room,28,67.0,5,4.8
Edgewater,Entire home/apt,19,196.0,86,4.86
Edgewater,Entire home/apt,13,117.0,1,3.0
Rogers Park,Entire home/apt,42,89.0,46,4.61
Rogers Park,Entire home/apt,31,92.0,28,4.61
Uptown,Entire home/apt,12,170.0,3,5.0
Logan Square,Entire home/apt,46,100.0,51,4.96
Lincoln Park,Entire home/apt,8,251.0,47,4.87
Edgewater,Private room,22,82.0,6,5.0
South Shore,Entire home/apt,138,230.0,13,4.62
Humboldt Park,Entire home/apt,130,100.0,42,4.6
Near North Side,Hotel room,69,129.0,11,4.0
Near North Side,Hotel room,69,129.0,11,4.18
Near North Side,Hotel room,69,129.0,183,4.43
Near North Side,Hotel room,69,143.0,10,4.7
Near North Side,Hotel room,69,143.0,74,4.24
Near North Side,Hotel room,69,284.0,8,4.0
Near North Side,Hotel room,69,284.0,5,3.8
Near North Side,Hotel room,69,284.0,20,4.2
Near North Side,Hotel room,69,427.0,0,
Near North Side,Hotel room,69,427.0,1,5.0
Near North Side,Hotel room,69,427.0,15,4.47
Near North Side,Hotel room,69,569.0,0,
Near North Side,Hotel room,69,569.0,2,5.0
Near North Side,Hotel room,69,569.0,0,
Uptown,Entire home/apt,12,83.0,0,
Grand Boulevard,Entire home/apt,119,284.0,18,4.94
Grand Boulevard,Entire home/apt,102,275.0,34,4.91
Near North Side,Entire home/apt,46,181.0,0,
Lincoln Square,Entire home/apt,21,90.0,0,
Lake View,Entire home/apt,9,151.0,46,4.93
Grand Boulevard,Entire home/apt,95,100.0,27,4.81
Irving Park,Private room,34,46.0,54,4.54
Near North Side,Entire home/apt,43,342.0,96,4.94
Roseland,Entire home/apt,105,199.0,15,4.93
Logan Square,Entire home/apt,58,170.0,10,4.9
Lake View,Entire home/apt,6,58.0,121,4.48
Lincoln Park,Entire home/apt,18,331.0,33,4.7
Lake View,Entire home/apt,6,300.0,28,4.96
Loop,Entire home/apt,60,119.0,1,5.0
Auburn Gresham,Entire home/apt,251,76.0,61,4.51
Lincoln Square,Entire home/apt,16,290.0,13,5.0
Albany Park,Entire home/apt,34,256.0,49,4.88
Near South Side,Entire home/apt,38,121.0,48,4.94
Lake View,Entire home/apt,20,73.0,87,4.93
West Town,Entire home/apt,47,370.0,82,4.98
Englewood,Private room,243,27.0,58,4.78
Englewood,Private room,240,34.0,60,4.7
Englewood,Private room,238,26.0,46,4.8
Englewood,Private room,243,27.0,69,4.8
Englewood,Private room,235,24.0,66,4.88
Rogers Park,Entire home/apt,43,349.0,20,4.9
Englewood,Private room,232,33.0,34,4.85
Austin,Entire home/apt,192,184.0,27,4.74
Austin,Entire home/apt,180,173.0,24,4.92
South Chicago,Entire home/apt,149,250.0,33,4.45
Loop,Entire home/apt,46,186.0,71,4.79
North Center,Entire home/apt,18,120.0,55,4.98
West Town,Entire home/apt,39,275.0,63,4.97
Lower West Side,Entire home/apt,62,122.0,90,4.73
Near South Side,Entire home/apt,38,289.0,50,4.74
Washington Park,Entire home/apt,140,150.0,26,4.73
Near North Side,Entire home/apt,35,1466.0,3,5.0
West Town,Entire home/apt,68,252.0,38,4.82
Kenwood,Private room,74,59.0,42,4.86
Belmont Cragin,Entire home/apt,28,105.0,20,4.9
Loop,Hotel room,60,167.0,2,5.0
Near North Side,Entire home/apt,53,417.0,40,4.93
Near North Side,Entire home/apt,53,404.0,34,4.62
Rogers Park,Private room,41,39.0,30,4.97
Washington Park,Entire home/apt,132,95.0,1,5.0
Near North Side,Entire home/apt,36,107.0,0,
Near North Side,Private room,61,197.0,18,4.72
Lower West Side,Private room,71,31.0,77,4.66
Loop,Entire home/apt,58,122.0,0,
Lake View,Entire home/apt,10,346.0,62,4.97
Pullman,Entire home/apt,100,110.0,5,5.0
Lower West Side,Entire home/apt,81,232.0,10,4.9
Near West Side,Entire home/apt,61,155.0,23,4.87
Lake View,Entire home/apt,18,376.0,16,4.94
Lower West Side,Entire home/apt,68,143.0,27,4.85
Logan Square,Entire home/apt,21,172.0,38,4.97
Near North Side,Entire home/apt,43,175.0,6,5.0
Loop,Entire home/apt,59,138.0,0,
Lake View,Entire home/apt,12,110.0,1,5.0
Near North Side,Entire home/apt,46,210.0,0,
Near North Side,Entire home/apt,46,297.0,0,
Lincoln Park,Entire home/apt,31,166.0,82,4.84
Armour Square,Entire home/apt,49,66.0,85,4.79
Near North Side,Private room,66,80.0,48,4.71
Bridgeport,Private room,45,53.0,84,4.55
Ashburn,Entire home/apt,25,249.0,11,5.0
Lake View,Entire home/apt,8,111.0,85,4.87
Lincoln Park,Entire home/apt,18,85.0,2,3.0
Lincoln Park,Entire home/apt,8,129.0,8,5.0
Near West Side,Entire home/apt,46,168.0,83,4.94
Humboldt Park,Entire home/apt,375,261.0,11,5.0
Edgewater,Entire home/apt,19,122.0,62,4.95
West Town,Entire home/apt,54,341.0,85,5.0
Near North Side,Entire home/apt,49,275.0,8,4.88
Hermosa,Entire home/apt,110,331.0,53,4.96
Lincoln Park,Entire home/apt,26,295.0,57,5.0
Woodlawn,Entire home/apt,188,134.0,22,5.0
Lower West Side,Entire home/apt,63,200.0,0,
Lincoln Square,Entire home/apt,17,150.0,0,
Near North Side,Entire home/apt,53,385.0,35,4.77
Greater Grand Crossing,Entire home/apt,234,109.0,54,4.74
Logan Square,Entire home/apt,45,1045.0,15,4.87
Near North Side,Entire home/apt,53,577.0,41,4.71
Near North Side,Entire home/apt,53,745.0,8,4.63
Austin,Entire home/apt,67,545.0,4,4.0
Avondale,Entire home/apt,33,129.0,22,4.91
Lake View,Entire home/apt,14,750.0,43,4.98
Near West Side,Entire home/apt,124,162.0,104,4.94
Near West Side,Entire home/apt,116,162.0,106,4.97
Near West Side,Entire home/apt,120,148.0,80,4.98
Near South Side,Entire home/apt,51,127.0,1,4.0
Loop,Entire home/apt,59,138.0,1,5.0
West Lawn,Entire home/apt,15,56.0,12,4.17
Kenwood,Private room,56,100.0,24,4.83
Grand Boulevard,Entire home/apt,107,132.0,8,4.38
Greater Grand Crossing,Entire home/apt,217,271.0,1,4.0
West Englewood,Private room,225,47.0,9,4.67
North Lawndale,Private room,331,46.0,5,4.2
Near West Side,Entire home/apt,144,100.0,1,5.0
Lake View,Entire home/apt,17,400.0,28,5.0
Logan Square,Entire home/apt,25,255.0,39,4.95
Bridgeport,Entire home/apt,47,87.0,36,4.81
Near South Side,Entire home/apt,37,491.0,42,4.9
West Town,Entire home/apt,45,798.0,65,5.0
West Town,Entire home/apt,35,161.0,69,5.0
Logan Square,Entire home/apt,40,142.0,7,5.0
Irving Park,Entire home/apt,38,99.0,16,4.94
Greater Grand Crossing,Entire home/apt,224,86.0,31,4.45
Austin,Entire home/apt,176,118.0,1,5.0
Irving Park,Entire home/apt,16,125.0,65,4.94
Hyde Park,Entire home/apt,66,65.0,1,4.0
West Town,Entire home/apt,82,1290.0,12,5.0
South Shore,Private room,180,60.0,3,4.67
South Shore,Private room,180,55.0,3,4.33
Lake View,Private room,9,111.0,43,4.95
Logan Square,Entire home/apt,33,140.0,72,4.78
Lake View,Entire home/apt,12,90.0,13,5.0
West Town,Entire home/apt,123,93.0,98,4.8
Lake View,Entire home/apt,20,83.0,0,
Near North Side,Entire home/apt,47,156.0,0,
West Town,Entire home/apt,46,106.0,2,5.0
Logan Square,Entire home/apt,37,179.0,5,5.0
Avondale,Entire home/apt,31,109.0,14,4.86
Irving Park,Entire home/apt,26,325.0,49,4.9
Portage Park,Entire home/apt,18,66.0,38,4.71
West Town,Entire home/apt,31,93.0,73,4.96
Brighton Park,Entire home/apt,58,58.0,85,4.81
West Ridge,Entire home/apt,28,451.0,60,5.0
West Town,Entire home/apt,62,170.0,38,4.71
Near North Side,Entire home/apt,43,269.0,4,4.5
Rogers Park,Private room,25,81.0,61,4.97
Near North Side,Entire home/apt,37,144.0,0,
West Ridge,Entire home/apt,40,103.0,49,4.69
West Ridge,Entire home/apt,41,194.0,54,4.83
West Ridge,Shared room,38,18.0,17,4.35
Lower West Side,Private room,77,39.0,30,4.87
West Town,Entire home/apt,73,76.0,131,4.98
Loop,Entire home/apt,48,97.0,3,5.0
Logan Square,Entire home/apt,72,206.0,35,4.46
Near North Side,Private room,66,100.0,5,4.8
Near North Side,Private room,66,104.0,223,4.51
Near North Side,Private room,67,114.0,268,4.34
Logan Square,Entire home/apt,72,206.0,41,4.68
Near North Side,Private room,67,120.0,12,4.42
Near North Side,Private room,67,107.0,140,4.44
Austin,Entire home/apt,106,95.0,4,4.75
East Garfield Park,Entire home/apt,275,229.0,1,5.0
Roseland,Private room,100,102.0,1,5.0
Near South Side,Entire home/apt,52,188.0,0,
Avondale,Private room,37,20.0,20,4.65
Loop,Entire home/apt,54,176.0,0,
Near South Side,Entire home/apt,37,132.0,46,4.93
New City,Private room,213,36.0,1,5.0
Auburn Gresham,Shared room,239,29.0,3,5.0
South Shore,Private room,257,31.0,0,
Lower West Side,Entire home/apt,62,124.0,96,4.9
Kenwood,Private room,74,49.0,24,4.79
Kenwood,Private room,74,49.0,66,4.86
Washington Park,Entire home/apt,124,314.0,25,4.84
Edgewater,Entire home/apt,20,157.0,69,4.88
Lower West Side,Entire home/apt,60,211.0,26,4.96
South Shore,Entire home/apt,177,100.0,23,4.78
West Ridge,Entire home/apt,22,91.0,42,4.69
Logan Square,Entire home/apt,37,89.0,55,4.78
Englewood,Private room,246,40.0,2,3.0
Englewood,Shared room,251,38.0,0,
Edgewater,Entire home/apt,10,113.0,2,5.0
Hyde Park,Entire home/apt,84,110.0,43,4.93
Auburn Gresham,Shared room,244,35.0,1,5.0
Auburn Gresham,Shared room,239,29.0,2,4.0
Loop,Entire home/apt,60,169.0,1,5.0
Armour Square,Entire home/apt,45,134.0,71,4.82
Avondale,Entire home/apt,36,79.0,6,5.0
North Center,Entire home/apt,16,419.0,56,4.98
Near West Side,Entire home/apt,46,237.0,46,4.78
Near South Side,Entire home/apt,49,155.0,66,4.89
Near South Side,Entire home/apt,49,145.0,59,4.85
Edgewater,Entire home/apt,22,79.0,29,4.9
Armour Square,Entire home/apt,72,150.0,19,4.68
Lower West Side,Private room,72,50.0,3,5.0
Lower West Side,Private room,77,49.0,2,5.0
Lower West Side,Entire home/apt,76,129.0,15,4.6
Chatham,Entire home/apt,98,158.0,14,4.43
Lake View,Entire home/apt,17,85.0,9,5.0
Armour Square,Private room,44,35.0,69,4.58
Austin,Private room,17,287.0,0,
Armour Square,Private room,42,35.0,64,4.58
Near West Side,Entire home/apt,64,129.0,0,
South Lawndale,Entire home/apt,167,179.0,23,4.96
Lake View,Entire home/apt,12,84.0,75,4.97
Lower West Side,Private room,70,48.0,6,5.0
Logan Square,Entire home/apt,40,157.0,33,4.88
Rogers Park,Entire home/apt,32,117.0,3,4.33
Edgewater,Entire home/apt,21,66.0,60,4.45
Lake View,Entire home/apt,19,51.0,15,4.33
South Chicago,Shared room,141,29.0,1,5.0
West Town,Entire home/apt,68,210.0,48,4.92
West Town,Entire home/apt,66,89.0,15,4.73
North Lawndale,Private room,363,41.0,6,5.0
Lake View,Entire home/apt,13,141.0,136,4.99
Rogers Park,Private room,41,33.0,28,4.71
Near North Side,Entire home/apt,36,89.0,0,
Armour Square,Private room,72,27.0,67,4.42
Near North Side,Entire home/apt,36,96.0,2,4.5
Near North Side,Entire home/apt,36,104.0,0,
Near South Side,Entire home/apt,37,138.0,45,4.8
Lake View,Entire home/apt,17,189.0,38,5.0
Grand Boulevard,Entire home/apt,96,282.0,36,4.83
Near North Side,Entire home/apt,36,109.0,0,
Lower West Side,Entire home/apt,60,77.0,72,4.99
Rogers Park,Entire home/apt,35,76.0,48,4.65
Rogers Park,Entire home/apt,35,64.0,51,4.78
North Center,Entire home/apt,15,317.0,4,5.0
Near North Side,Entire home/apt,45,125.0,1,5.0
Near North Side,Entire home/apt,47,176.0,80,4.74
Near West Side,Entire home/apt,152,48.0,16,4.38
West Town,Private room,40,66.0,2,4.5
Logan Square,Entire home/apt,41,104.0,87,4.94
Bridgeport,Entire home/apt,25,213.0,41,4.59
Near West Side,Private room,119,58.0,0,
Irving Park,Entire home/apt,36,80.0,0,
Auburn Gresham,Shared room,242,35.0,1,5.0
Auburn Gresham,Shared room,240,29.0,1,5.0
Portage Park,Entire home/apt,13,130.0,32,4.78
Irving Park,Entire home/apt,33,192.0,39,4.59
Logan Square,Entire home/apt,40,95.0,79,4.99
Lake View,Entire home/apt,9,251.0,43,4.86
Auburn Gresham,Shared room,241,29.0,2,5.0
Lake View,Entire home/apt,9,296.0,53,4.89
South Chicago,Shared room,145,29.0,1,2.0
West Town,Entire home/apt,42,304.0,26,5.0
East Garfield Park,Entire home/apt,244,249.0,1,5.0
Irving Park,Entire home/apt,26,457.0,7,4.86
Douglas,Entire home/apt,66,113.0,9,4.44
Near West Side,Entire home/apt,146,212.0,20,4.15
Humboldt Park,Entire home/apt,130,93.0,90,4.73
Brighton Park,Entire home/apt,65,77.0,66,4.85
Near West Side,Entire home/apt,144,132.0,53,4.64
Lower West Side,Entire home/apt,75,139.0,41,4.78
Near South Side,Entire home/apt,39,144.0,42,4.86
West Ridge,Entire home/apt,9,650.0,0,
Grand Boulevard,Entire home/apt,99,123.0,29,4.79
Irving Park,Entire home/apt,31,70.0,40,4.53
West Town,Entire home/apt,44,40.0,25,4.28
Lower West Side,Entire home/apt,73,44.0,82,4.45
Lower West Side,Private room,77,38.0,2,5.0
Lincoln Park,Entire home/apt,12,230.0,1,5.0
Chatham,Private room,92,269.0,3,5.0
Near West Side,Entire home/apt,153,680.0,0,
Pullman,Private room,70,43.0,0,
New City,Private room,203,43.0,11,4.55
Edgewater,Entire home/apt,13,89.0,0,
Lincoln Park,Entire home/apt,15,157.0,40,4.95
Near West Side,Entire home/apt,58,250.0,3,5.0
Humboldt Park,Entire home/apt,176,111.0,96,4.74
Near West Side,Entire home/apt,129,130.0,33,4.61
Lincoln Square,Entire home/apt,14,90.0,25,4.4
Lower West Side,Entire home/apt,63,83.0,30,4.93
Lake View,Entire home/apt,16,315.0,51,4.98
New City,Entire home/apt,104,89.0,57,4.95
Lincoln Park,Entire home/apt,10,229.0,37,4.95
South Shore,Entire home/apt,243,199.0,10,4.5
Near West Side,Entire home/apt,165,155.0,1,5.0
Douglas,Entire home/apt,47,91.0,2,5.0
Austin,Entire home/apt,120,61.0,14,4.71
Near North Side,Entire home/apt,36,110.0,0,
Avondale,Entire home/apt,32,104.0,43,4.88
Near West Side,Entire home/apt,52,349.0,20,5.0
Near South Side,Entire home/apt,40,640.0,64,4.83
Rogers Park,Entire home/apt,31,100.0,30,4.93
Lake View,Entire home/apt,16,433.0,31,4.87
New City,Entire home/apt,122,186.0,25,4.76
Logan Square,Entire home/apt,23,207.0,10,4.9
Avondale,Entire home/apt,31,121.0,25,4.92
West Town,Entire home/apt,31,397.0,35,4.91
Uptown,Entire home/apt,18,121.0,62,4.85
West Town,Entire home/apt,39,142.0,27,4.96
West Town,Entire home/apt,41,155.0,51,4.9
Chatham,Private room,91,51.0,5,4.6
Near West Side,Entire home/apt,91,107.0,73,4.75
Bridgeport,Entire home/apt,33,156.0,39,4.97
Grand Boulevard,Entire home/apt,105,341.0,47,4.96
Near North Side,Entire home/apt,42,282.0,1,5.0
Hyde Park,Entire home/apt,22,110.0,4,4.75
Near West Side,Entire home/apt,86,107.0,61,4.9
Chatham,Private room,78,50.0,8,4.5
Near West Side,Entire home/apt,167,96.0,66,4.89
Norwood Park,Entire home/apt,1,174.0,64,4.94
West Town,Entire home/apt,42,139.0,16,5.0
Logan Square,Private room,50,55.0,5,5.0
Avondale,Entire home/apt,33,316.0,47,5.0
New City,Entire home/apt,163,80.0,1,5.0
West Town,Entire home/apt,163,95.0,45,4.76
Washington Park,Entire home/apt,135,59.0,67,4.85
Near South Side,Entire home/apt,37,213.0,45,4.82
Lower West Side,Private room,74,42.0,4,5.0
West Town,Entire home/apt,141,300.0,20,5.0
West Town,Entire home/apt,58,106.0,46,4.78
Dunning,Entire home/apt,4,188.0,29,4.83
Logan Square,Entire home/apt,42,125.0,30,4.97
Lincoln Park,Shared room,6,70.0,0,
Grand Boulevard,Entire home/apt,88,199.0,0,
Near South Side,Entire home/apt,40,272.0,21,4.86
Woodlawn,Entire home/apt,162,120.0,59,4.9
West Englewood,Private room,208,51.0,6,4.83
Near West Side,Entire home/apt,137,209.0,37,4.65
Near South Side,Entire home/apt,38,392.0,19,4.68
Near South Side,Entire home/apt,37,153.0,52,4.67
West Town,Entire home/apt,26,100.0,31,4.9
Kenwood,Entire home/apt,56,57.0,30,4.87
Near North Side,Hotel room,46,999.0,1,5.0
Near North Side,Hotel room,46,999.0,0,
Near North Side,Hotel room,46,799.0,0,
Near North Side,Hotel room,46,999.0,0,
Near North Side,Hotel room,46,999.0,8,4.88
Near North Side,Hotel room,46,799.0,0,
Near North Side,Hotel room,46,799.0,0,
Near North Side,Hotel room,46,799.0,0,
Near North Side,Hotel room,46,799.0,0,
Near North Side,Hotel room,46,799.0,0,
Near North Side,Hotel room,46,799.0,0,
Rogers Park,Entire home/apt,30,106.0,10,4.6
Norwood Park,Private room,1,36.0,7,5.0
Uptown,Private room,18,71.0,3,5.0
Belmont Cragin,Entire home/apt,47,83.0,38,4.84
Grand Boulevard,Entire home/apt,107,177.0,13,4.85
West Town,Entire home/apt,45,177.0,27,4.96
Lower West Side,Entire home/apt,82,74.0,2,5.0
Humboldt Park,Entire home/apt,151,70.0,2,5.0
Douglas,Entire home/apt,72,121.0,15,4.53
Brighton Park,Private room,58,49.0,29,4.9
Brighton Park,Private room,61,45.0,25,4.72
West Town,Entire home/apt,40,341.0,66,4.97
Lincoln Park,Entire home/apt,21,375.0,11,5.0
Dunning,Private room,23,30.0,3,5.0
Near North Side,Entire home/apt,64,81.0,19,4.84
Near West Side,Entire home/apt,165,151.0,10,5.0
Near North Side,Entire home/apt,40,549.0,42,4.95
South Chicago,Entire home/apt,96,89.0,3,5.0
Grand Boulevard,Entire home/apt,101,84.0,27,4.85
West Englewood,Private room,205,68.0,5,4.0
Lake View,Entire home/apt,8,417.0,44,5.0
Austin,Entire home/apt,274,187.0,56,4.86
West Englewood,Private room,216,73.0,6,4.5
West Englewood,Private room,215,51.0,7,4.71
Norwood Park,Entire home/apt,3,105.0,33,5.0
Logan Square,Entire home/apt,44,90.0,1,5.0
West Ridge,Entire home/apt,23,98.0,34,4.91
Near North Side,Entire home/apt,53,138.0,10,4.8
Lincoln Park,Entire home/apt,9,233.0,24,4.96
Near West Side,Entire home/apt,60,235.0,0,
West Town,Entire home/apt,66,285.0,0,
Near West Side,Entire home/apt,61,203.0,0,
West Town,Entire home/apt,64,173.0,0,
Near North Side,Entire home/apt,53,179.0,6,5.0
West Town,Entire home/apt,28,459.0,46,4.91
West Town,Entire home/apt,32,492.0,31,4.94
Lake View,Entire home/apt,9,114.0,0,
Lake View,Entire home/apt,8,305.0,48,4.63
Near North Side,Entire home/apt,46,597.0,61,4.79
East Side,Private room,21,212.0,0,
Greater Grand Crossing,Entire home/apt,222,206.0,0,
Avondale,Entire home/apt,36,101.0,33,4.97
Lake View,Entire home/apt,8,84.0,73,4.99
Albany Park,Entire home/apt,33,150.0,37,4.84
Greater Grand Crossing,Entire home/apt,197,400.0,37,4.81
Uptown,Entire home/apt,16,65.0,3,4.67
Edgewater,Entire home/apt,22,93.0,47,4.64
West Town,Entire home/apt,56,229.0,36,4.83
Grand Boulevard,Entire home/apt,95,68.0,1,4.0
Lincoln Park,Entire home/apt,14,204.0,32,4.81
West Town,Entire home/apt,46,199.0,56,4.89
Auburn Gresham,Shared room,236,29.0,2,4.5
Near North Side,Entire home/apt,39,142.0,57,4.91
Portage Park,Private room,13,99.0,15,4.33
Avondale,Entire home/apt,36,158.0,22,4.45
